rbd;dvrbd;nom_rbd;cod_reg_rbd;nom_reg_rbd;cod_pro_rbd;nom_pro_rbd;cod_com_rbd;nom_com_rbd;cod_deprov_rbd;nom_deprov_rbd;cod_depe1;cod_depe2;cod_grupo;cod_rural_rbd;nalu_lect2m_rbd;nalu_mate2m_rbd;prom_lect2m_rbd;prom_mate2m_rbd;dif_lect2m_rbd;dif_mate2m_rbd;difgru_lect2m_rbd;difgru_mate2m_rbd;sigdif_lect2m_rbd;sigdif_mate2m_rbd;siggru_lect2m_rbd;siggru_mate2m_rbd;marca_lect2m_rbd;marca_mate2m_rbd;marcadif_lect2m_rbd;marcadif_mate2m_rbd;palu_eda_ins_lect2m_rbd;palu_eda_ele_lect2m_rbd;palu_eda_ade_lect2m_rbd;palu_eda_ins_mate2m_rbd;palu_eda_ele_mate2m_rbd;palu_eda_ade_mate2m_rbd;noaplica;fecha_bbdd;codigo_bbdd;grado;agno
3126;7;LICEO TECNICO AGRICOLA MARIA AUXILIADORA;7;DEL MAULE;71;TALCA;7105;MAULE;72;Talca;3;2;1;2;44;47;219;218;-15;3;-8;-9;-1;0;-1;0;;;;;84.1;9.1;6.8;74.5;23.4;2.1;0;20240418;final20240418v1;2m;2023
2044;3;ESCUELA INDUSTRIAL SAN ANTONIO;5;DE VALPARAÍSO;56;SAN ANTONIO;5601;SAN ANTONIO;54;San Antonio;3;2;2;1;139;140;226;261;-6;6;-14;17;0;0;-1;1;;;;;68.3;25.2;6.5;47.1;35.0;17.9;0;20240418;final20240418v1;2m;2023
25599;8;COLEGIO PART. SAN PEDRO DE QUILICURA;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13125;QUILICURA;137;Norte;3;2;2;1;68;69;224;230;3;11;-16;-14;0;0;-1;-1;;;;;67.6;20.6;11.8;69.6;20.3;10.1;0;20240418;final20240418v1;2m;2023
31012;3;INSTITUTO CHILE ASIA PACIFICO;14;DE LOS RÍOS;141;VALDIVIA;14101;VALDIVIA;141;Valdivia;3;2;3;1;32;29;227;224;-25;-34;-29;-40;-1;-1;-1;-1;;;;;84.4;9.4;6.3;75.9;20.7;3.4;0;20240418;final20240418v1;2m;2023
31258;4;COLEGIO WALDORF DE SANTIAGO;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13120;ÑUÑOA;133;Oriente;4;3;5;1;12;12;298;263;73;22;12;-60;1;0;0;-1;;;;;8.3;41.7;50.0;41.7;50.0;8.3;0;20240418;final20240418v1;2m;2023
12864;3;COLEGIO UNIVERSITARIO ANTONIO RENDIC;2;DE ANTOFAGASTA;21;ANTOFAGASTA;2101;ANTOFAGASTA;21;Antofagasta;4;3;5;1;43;41;283;346;-7;36;-3;23;0;1;0;1;;;;;23.3;23.3;53.5;4.9;31.7;63.4;0;20240418;final20240418v1;2m;2023
9369;6;ESCUELA PARTICULAR ROSARIO CONCHA;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13110;LA FLORIDA;136;Cordillera;3;2;3;1;81;81;235;262;-17;6;-21;-2;-1;0;-1;0;;;;;60.5;30.9;8.6;40.7;42.0;17.3;0;20240418;final20240418v1;2m;2023
24766;9;COLEGIO ALMENDRAL;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13110;LA FLORIDA;136;Cordillera;3;2;3;1;35;37;245;260;20;22;-11;-4;1;1;-1;0;;;;;54.3;31.4;14.3;37.8;51.4;10.8;0;20240418;final20240418v1;2m;2023
18028;9;COLEGIO CIUDAD EDUCATIVA;16;DE ÑUBLE;161;DIGUILLÍN;16101;CHILLÁN;161;Diguillín;3;2;2;1;64;64;215;225;4;-10;-25;-19;0;0;-1;-1;;;;;75.0;17.2;7.8;64.1;34.4;1.6;0;20240418;final20240418v1;2m;2023
14779;6;COLEGIO MAR ABIERTO;5;DE VALPARAÍSO;51;VALPARAÍSO;5109;VIÑA DEL MAR;53;Valparaiso - Isla de Pascua;3;2;4;1;27;19;220;255;-11;19;-49;-33;0;0;-1;-1;;;;;55.6;40.7;3.7;52.6;36.8;10.5;0;20240418;final20240418v1;2m;2023
10697;6;LICEO POLITECNICO DE TALAGANTE;13;METROPOLITANA DE SANTIAGO;136;TALAGANTE;13601;TALAGANTE;135;Talagante;1;1;1;1;181;180;227;216;-3;-11;0;-11;0;0;0;-1;;;;;68.5;25.4;6.1;79.4;19.4;1.1;0;20240418;final20240418v1;2m;2023
25602;1;ESC. PART. PABLO APOSTOL DE BUIN;13;METROPOLITANA DE SANTIAGO;134;MAIPO;13402;BUIN;132;Sur;4;3;5;1;28;27;286;332;-12;18;0;9;0;1;0;1;;;;;10.7;53.6;35.7;0.0;33.3;66.7;0;20240418;final20240418v1;2m;2023
10551;1;LICEO POLIV. LUCILA GODOY ALCAYAGA;13;METROPOLITANA DE SANTIAGO;134;MAIPO;13401;SAN BERNARDO;132;Sur;1;1;2;1;63;64;196;205;6;4;-44;-39;0;0;-1;-1;;;;;85.7;9.5;4.8;93.8;1.6;4.7;0;20240418;final20240418v1;2m;2023
14387;1;COLEGIO SAN NICOLAS EL OLIVAR;5;DE VALPARAÍSO;51;VALPARAÍSO;5109;VIÑA DEL MAR;53;Valparaiso - Isla de Pascua;3;2;2;1;17;21;222;205;17;-14;-18;-39;1;0;-1;-1;;;;;70.6;29.4;0.0;85.7;14.3;0.0;0;20240418;final20240418v1;2m;2023
8682;7;COLEGIO RAFAEL SANHUEZA LIZARDI;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13127;RECOLETA;137;Norte;3;2;3;1;86;83;245;294;13;31;-11;30;1;1;-1;1;;;;;51.2;24.4;24.4;30.1;31.3;38.6;0;20240418;final20240418v1;2m;2023
13305;1;COLEGIO TRINITY;4;DE COQUIMBO;41;ELQUI;4101;LA SERENA;41;Elqui;3;2;4;1;20;18;222;272;-19;32;-47;-16;0;1;-1;-1;;;;;60.0;30.0;10.0;50.0;33.3;16.7;0;20240418;final20240418v1;2m;2023
13551;8;COLEGIO MANANTIAL;4;DE COQUIMBO;43;LIMARÍ;4301;OVALLE;42;Limari;3;2;2;1;54;54;252;221;16;-2;12;-23;1;0;1;-1;;;;;46.3;29.6;24.1;70.4;29.6;0.0;0;20240418;final20240418v1;2m;2023
8928;1;LICEO JOSE VICTORINO LASTARRIA;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13123;PROVIDENCIA;133;Oriente;1;1;4;1;280;292;276;289;25;25;7;1;1;1;1;0;;;;;28.2;35.7;36.1;29.1;36.0;34.9;0;20240418;final20240418v1;2m;2023
24912;2;COLEGIO SANTA MONICA DE MELIPILLA;13;METROPOLITANA DE SANTIAGO;135;MELIPILLA;13501;MELIPILLA;135;Talagante;4;3;5;1;48;48;264;284;-14;12;-22;-39;0;0;-1;-1;;;;;37.5;35.4;27.1;41.7;22.9;35.4;0;20240418;final20240418v1;2m;2023
10162;1;LICEO TENIENTE DAGOBERTO GODOY NO.3;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13117;LO PRADO;134;Poniente;3;2;3;1;40;41;241;255;0;-3;-15;-9;0;0;-1;0;;;;;60.0;27.5;12.5;61.0;22.0;17.1;0;20240418;final20240418v1;2m;2023
31387;4;COLEGIO BOSTON COLLEGE ALTO MACUL;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13110;LA FLORIDA;136;Cordillera;4;3;5;1;60;61;247;277;-12;3;-39;-46;0;0;-1;-1;;;;;50.0;38.3;11.7;39.3;32.8;27.9;0;20240418;final20240418v1;2m;2023
12509;1;LICEO PDTE. ANIBAL PINTO GARMENDIA.;1;DE TARAPACÁ;11;IQUIQUE;1101;IQUIQUE;11;Iquique;3;2;3;1;61;61;246;255;-13;-7;-10;-9;-1;0;-1;0;;;;;52.5;23.0;24.6;50.8;31.1;18.0;0;20240418;final20240418v1;2m;2023
14716;8;PAN AMERICAN COLLEGE VINA DEL MAR;5;DE VALPARAÍSO;51;VALPARAÍSO;5109;VIÑA DEL MAR;53;Valparaiso - Isla de Pascua;3;2;3;1;44;43;247;250;;;-9;-14;;;-1;-1;;;1;1;40.9;36.4;22.7;53.5;32.6;14.0;0;20240418;final20240418v1;2m;2023
12177;0;COLEGIO ANDRES BELLO;5;DE VALPARAÍSO;54;PETORCA;5402;CABILDO;51;Quillota - Petorca;3;2;2;1;82;83;248;266;-18;6;8;22;-1;0;1;1;;;;;42.7;41.5;15.9;37.3;51.8;10.8;0;20240418;final20240418v1;2m;2023
24769;3;COLEGIO SAN ISAAC JOGUES;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13125;QUILICURA;137;Norte;3;2;2;1;78;79;248;253;1;-5;8;9;0;0;1;1;;;;;53.8;26.9;19.2;51.9;32.9;15.2;0;20240418;final20240418v1;2m;2023
9784;5;LICEO TÉCNICO INDUSTRIAL LA CISTERNA;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13109;LA CISTERNA;132;Sur;3;2;2;1;62;61;216;220;-5;7;-24;-24;0;0;-1;-1;;;;;74.2;24.2;1.6;75.4;19.7;4.9;0;20240418;final20240418v1;2m;2023
132;5;COLEGIO BAJO MOLLE;1;DE TARAPACÁ;11;IQUIQUE;1101;IQUIQUE;11;Iquique;3;2;4;1;173;171;265;286;14;19;-4;-2;1;1;0;0;;;;;39.3;26.6;34.1;30.4;38.6;31.0;0;20240418;final20240418v1;2m;2023
12867;8;COL  LICANCABUR;2;DE ANTOFAGASTA;22;EL LOA;2201;CALAMA;22;El Loa;4;3;5;1;15;15;278;273;4;-6;-8;-50;0;0;0;-1;;;;;26.7;33.3;40.0;40.0;40.0;20.0;0;20240418;final20240418v1;2m;2023
31175;8;BICENTENARIO COLLEGE;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13110;LA FLORIDA;136;Cordillera;3;2;3;1;23;22;235;218;-1;-6;-21;-46;0;0;-1;-1;;;;;60.9;26.1;13.0;77.3;22.7;0.0;0;20240418;final20240418v1;2m;2023
25101;1;COLEGIO CORONEL ELEUTERIO RAMIREZ MOLINA;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13113;LA REINA;133;Oriente;3;2;3;1;96;94;257;266;10;8;1;2;0;0;0;0;;;;;41.7;40.6;17.7;42.6;36.2;21.3;0;20240418;final20240418v1;2m;2023
10780;8;LICEO POLIV. HNOS. SOTOMAYOR BAEZA;13;METROPOLITANA DE SANTIAGO;135;MELIPILLA;13501;MELIPILLA;135;Talagante;1;1;1;1;246;245;234;248;10;21;7;21;1;1;1;1;;;;;65.0;25.2;9.8;58.4;29.4;12.2;0;20240418;final20240418v1;2m;2023
16780;0;COLEGIO ALTO LAUQUÉN;8;DEL BIOBÍO;83;BIOBÍO;8301;LOS ÁNGELES;82;Bio Bio;3;2;2;1;31;31;243;236;;;3;-8;;;0;0;;;1;1;54.8;38.7;6.5;67.7;29.0;3.2;0;20240418;final20240418v1;2m;2023
2124;5;LICEO INTEGRADO LIBERTADOR SIMÓN BOLIVAR;6;DEL LIBERTADOR BERNARDO OHIGGINS;61;CACHAPOAL;6101;RANCAGUA;61;Cachapoal;1;1;2;1;57;56;226;214;4;-12;-14;-30;0;0;-1;-1;;;;;75.4;21.1;3.5;80.4;19.6;0.0;0;20240418;final20240418v1;2m;2023
42081;6;ESCUELA HOSPITALARIA SANTA CRUZ;6;DEL LIBERTADOR BERNARDO OHIGGINS;63;COLCHAGUA;6310;SANTA CRUZ;62;Colchagua;3;2;;1;;;;;;;;;;;;;;;;;;;;;;;1;20240418;final20240418v1;2m;2023
8430;1;LICEO POLIVALENTE SARA BRAUN;12;DE MAGALLANES Y DE LA ANTÁRTICA CHILENA;121;MAGALLANES;12101;PUNTA ARENAS;121;Magallanes;1;1;2;1;41;40;226;212;-16;-5;-14;-32;-1;0;-1;-1;;;;;70.7;19.5;9.8;85.0;10.0;5.0;0;20240418;final20240418v1;2m;2023
438;3;LICEO MANUEL BLANCO ENCALADA;3;DE ATACAMA;31;COPIAPÓ;3102;CALDERA;31;Copiapo - Chanaral;6;4;;1;;;;;;;;;;;;;;;;;;;;;;;5;20240418;final20240418v1;2m;2023
14381;2;COLEGIO EL VALLE DE CASABLANCA;5;DE VALPARAÍSO;51;VALPARAÍSO;5102;CASABLANCA;53;Valparaiso - Isla de Pascua;3;2;4;1;20;20;263;310;-22;7;-6;22;-1;0;0;1;;;;;35.0;50.0;15.0;15.0;45.0;40.0;0;20240418;final20240418v1;2m;2023
5393;7;LICEO BICENTENARIO POLITECNICO MANUEL MONTT;9;DE LA ARAUCANÍA;92;MALLECO;9211;VICTORIA;91;Malleco;2;1;1;1;164;157;216;228;3;9;-11;1;0;0;-1;0;;;;;78.0;16.5;5.5;69.4;25.5;5.1;0;20240418;final20240418v1;2m;2023
16754;1;LICEO ARTURO ALESSANDRI PALMA;7;DEL MAULE;73;CURICÓ;7306;ROMERAL;71;Curico;2;1;1;1;60;57;232;219;-2;-17;5;-8;0;-1;1;0;;;;;63.3;35.0;1.7;77.2;22.8;0.0;0;20240418;final20240418v1;2m;2023
9827;2;COLEGIO IDOP LIMITADA;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13109;LA CISTERNA;132;Sur;3;2;2;1;137;136;233;241;-10;-1;-7;-3;-1;0;-1;0;;;;;62.0;27.0;10.9;59.6;30.1;10.3;0;20240418;final20240418v1;2m;2023
7414;4;LICEO ALIANZA FRANCESA CLAUDE GAY;10;DE LOS LAGOS;103;OSORNO;10301;OSORNO;103;Osorno;4;3;5;1;29;31;291;327;-7;-4;5;4;0;0;0;0;;;;;13.8;37.9;48.3;6.5;35.5;58.1;0;20240418;final20240418v1;2m;2023
5084;9;LICEO POLIVALENTE MARIANO LATORRE;8;DEL BIOBÍO;82;ARAUCO;8205;CURANILAHUE;84;Arauco;2;1;2;1;231;234;233;246;-1;6;-7;2;0;0;-1;0;;;;;63.2;26.4;10.4;56.0;32.9;11.1;0;20240418;final20240418v1;2m;2023
31052;2;COLEGIO VILLA EL SOL;13;METROPOLITANA DE SANTIAGO;136;TALAGANTE;13603;ISLA DE MAIPO;135;Talagante;3;2;3;1;37;38;274;302;45;46;18;38;1;1;1;1;;;;;35.1;37.8;27.0;18.4;47.4;34.2;0;20240418;final20240418v1;2m;2023
25224;7;COLEGIO BERTAIT COLLEGE;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13115;LO BARNECHEA;133;Oriente;4;3;5;1;11;9;225;254;;;;;;;;;2;2;1;1;63.6;27.3;9.1;0.0;0.0;0.0;0;20240418;final20240418v1;2m;2023
10829;4;ESC. BAS. NUESTRA SEÑORA Y MADRE DEL CARMEN;13;METROPOLITANA DE SANTIAGO;135;MELIPILLA;13501;MELIPILLA;135;Talagante;3;2;1;1;53;50;242;258;14;20;15;31;1;1;1;1;;;;;56.6;30.2;13.2;48.0;36.0;16.0;0;20240418;final20240418v1;2m;2023
4829;1;LICEO VICENTE ALBERTO PALACIOS VALDES;8;DEL BIOBÍO;81;CONCEPCIÓN;8111;TOMÉ;83;Concepcion;2;1;2;1;102;108;237;256;1;18;-3;12;0;1;0;1;;;;;52.0;27.5;20.6;51.9;30.6;17.6;0;20240418;final20240418v1;2m;2023
19983;4;COLEGIO EMPRENDER TEMUCO;9;DE LA ARAUCANÍA;91;CAUTÍN;9101;TEMUCO;92;Cautin Norte;3;2;2;1;75;78;249;251;18;-2;9;7;1;0;1;1;;;;;48.0;40.0;12.0;50.0;44.9;5.1;0;20240418;final20240418v1;2m;2023
109;0;COLEGIO DEPORTIVO TEC. PROF. ELENA DUVAUCHELLE CABEZON;1;DE TARAPACÁ;11;IQUIQUE;1101;IQUIQUE;11;Iquique;1;1;2;1;82;82;217;225;;19;-23;-19;;1;-1;-1;;;1;;75.6;22.0;2.4;74.4;19.5;6.1;0;20240418;final20240418v1;2m;2023
9263;0;COLEGIO SANTA GEMA GALGANI;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13120;ÑUÑOA;133;Oriente;4;3;5;1;23;23;253;276;4;10;-33;-47;0;0;-1;-1;;;;;60.9;17.4;21.7;34.8;43.5;21.7;0;20240418;final20240418v1;2m;2023
11968;7;COLEGIO CUMBRES;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13114;LAS CONDES;133;Oriente;4;3;5;1;87;93;300;356;25;4;14;33;1;0;1;1;;;;;6.9;40.2;52.9;2.2;16.1;81.7;0;20240418;final20240418v1;2m;2023
24626;3;COMPLEJO EDUCACIONAL ALBERTO WIDMER;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13119;MAIPÚ;134;Poniente;3;2;3;1;229;231;237;244;-1;-5;-19;-20;0;0;-1;-1;;;;;55.5;31.4;13.1;60.6;29.9;9.5;0;20240418;final20240418v1;2m;2023
3976;4;LICEO MANUEL BULNES;16;DE ÑUBLE;161;DIGUILLÍN;16102;BULNES;161;Diguillín;2;1;1;1;89;93;195;210;-8;-5;-32;-17;0;0;-1;-1;;;;;87.6;11.2;1.1;83.9;16.1;0.0;0;20240418;final20240418v1;2m;2023
3478;9;ESCUELA AGRICOLA SAGRADOS CORAZONES;7;DEL MAULE;74;LINARES;7407;VILLA ALEGRE;73;Linares;3;2;1;2;15;14;222;212;14;13;-5;-15;0;0;0;0;;;;;60.0;40.0;0.0;64.3;35.7;0.0;0;20240418;final20240418v1;2m;2023
1148;7;LICEO JOSE MANUEL BORGONO NUNEZ;5;DE VALPARAÍSO;54;PETORCA;5404;PETORCA;51;Quillota - Petorca;2;1;2;1;38;41;215;231;-22;-10;-25;-13;-1;0;-1;-1;;;;;73.7;15.8;10.5;70.7;19.5;9.8;0;20240418;final20240418v1;2m;2023
1291;2;COLEGIO JOSE AGUSTIN GOMEZ;5;DE VALPARAÍSO;57;SAN FELIPE DE ACONCAGUA;5701;SAN FELIPE;52;San Felipe - Los Andes;3;2;3;1;36;36;288;292;18;23;32;28;1;1;1;1;;;;;16.7;30.6;52.8;16.7;61.1;22.2;0;20240418;final20240418v1;2m;2023
30013;6;THE AZAPA VALLEY SCHOOL;15;DE ARICA Y PARINACOTA;151;ARICA;15101;ARICA;151;Arica;4;3;5;1;26;21;284;304;17;34;-2;-19;0;1;0;-1;;;;;26.9;30.8;42.3;23.8;28.6;47.6;0;20240418;final20240418v1;2m;2023
22021;3;LICEO LAS AMERICAS;10;DE LOS LAGOS;103;OSORNO;10304;PUYEHUE;103;Osorno;2;1;1;1;57;53;224;223;9;3;-3;-4;0;0;0;0;;;;;66.7;28.1;5.3;71.7;24.5;3.8;0;20240418;final20240418v1;2m;2023
4709;0;LICEO TECNICO DE TALCAHUANO;8;DEL BIOBÍO;81;CONCEPCIÓN;8110;TALCAHUANO;83;Concepcion;2;1;1;1;96;95;206;200;0;-5;-21;-27;0;0;-1;-1;;;;;84.4;11.5;4.2;92.6;6.3;1.1;0;20240418;final20240418v1;2m;2023
4686;8;INSTITUTO DE HUMANIDADES ALFREDO SILVA S;8;DEL BIOBÍO;81;CONCEPCIÓN;8101;CONCEPCIÓN;83;Concepcion;4;3;5;1;57;63;287;339;-16;-18;1;16;-1;-1;0;1;;;;;15.8;28.1;56.1;12.7;20.6;66.7;0;20240418;final20240418v1;2m;2023
25785;0;COLEGIO PART. ROYAL AMERICAN SCHOOL;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13119;MAIPÚ;134;Poniente;4;3;5;1;38;39;259;264;-23;-24;-27;-59;-1;-1;-1;-1;;;;;42.1;28.9;28.9;41.0;43.6;15.4;0;20240418;final20240418v1;2m;2023
40023;8;COLEGIO SAN ALBERTO;6;DEL LIBERTADOR BERNARDO OHIGGINS;61;CACHAPOAL;6108;MACHALÍ;61;Cachapoal;4;3;5;1;64;69;299;363;27;19;13;40;1;1;1;1;;;;;17.2;18.8;64.1;2.9;10.1;87.0;0;20240418;final20240418v1;2m;2023
2104;0;LICEO BICENTENARIO COMERCIAL DIEGO PORTALES;6;DEL LIBERTADOR BERNARDO OHIGGINS;61;CACHAPOAL;6101;RANCAGUA;61;Cachapoal;1;1;2;1;349;351;239;243;4;-7;-1;-1;0;0;0;0;;;;;58.7;26.9;14.3;56.1;35.9;8.0;0;20240418;final20240418v1;2m;2023
16588;3;COLEGIO SAN ALFONSO DE EL BOLDO;7;DEL MAULE;73;CURICÓ;7301;CURICÓ;71;Curico;3;2;2;1;61;61;264;279;14;24;24;35;1;1;1;1;;;;;34.4;45.9;19.7;27.9;54.1;18.0;0;20240418;final20240418v1;2m;2023
587;8;COLEGIO SERENA;4;DE COQUIMBO;41;ELQUI;4101;LA SERENA;41;Elqui;4;3;5;1;22;23;297;364;-22;40;11;41;-1;1;1;1;;;;;13.6;27.3;59.1;8.7;8.7;82.6;0;20240418;final20240418v1;2m;2023
4666;3;COLEGIO SANTA LUISA DE CONCEPCION;8;DEL BIOBÍO;81;CONCEPCIÓN;8101;CONCEPCIÓN;83;Concepcion;3;2;3;1;68;68;244;287;-32;3;-12;23;-1;0;-1;1;;;;;48.5;33.8;17.6;30.9;38.2;30.9;0;20240418;final20240418v1;2m;2023
5662;6;LICEO ESPANA DE TEMUCO;9;DE LA ARAUCANÍA;91;CAUTÍN;9101;TEMUCO;92;Cautin Norte;3;2;2;1;59;63;240;255;16;24;0;11;1;1;0;1;;;;;54.2;35.6;10.2;49.2;41.3;9.5;0;20240418;final20240418v1;2m;2023
16488;7;COLEGIO ADVENTISTA MARANATA;7;DEL MAULE;71;TALCA;7101;TALCA;72;Talca;3;2;3;1;37;39;271;293;6;12;15;29;0;0;1;1;;;;;27.0;43.2;29.7;20.5;48.7;30.8;0;20240418;final20240418v1;2m;2023
5021;0;LICEO TÉCNICO PROFESIONAL DOCTOR RIGOBERTO IGLESIAS BASTÍAS DE LEBU;8;DEL BIOBÍO;82;ARAUCO;8201;LEBU;84;Arauco;2;1;1;1;68;66;205;209;;-1;-22;-18;;0;-1;-1;;;1;;82.4;11.8;5.9;78.8;21.2;0.0;0;20240418;final20240418v1;2m;2023
25038;4;COLEGIO JOSE M.BALMACEDA DE MELIPILLA;13;METROPOLITANA DE SANTIAGO;135;MELIPILLA;13501;MELIPILLA;135;Talagante;3;2;1;1;30;31;216;232;-26;6;-11;5;-1;0;-1;0;;;;;73.3;20.0;6.7;61.3;35.5;3.2;0;20240418;final20240418v1;2m;2023
8616;9;COLEGIO POLIVALENTE PLUS ULTRA;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13108;INDEPENDENCIA;137;Norte;3;2;2;1;179;177;272;257;13;15;32;13;1;1;1;1;;;;;27.4;44.7;27.9;46.3;43.5;10.2;0;20240418;final20240418v1;2m;2023
8367;4;COLEGIO MATER DEI DE COYHAIQUE;11;DE AYSÉN DEL GENERAL CARLOS IBAÑEZ DEL CAMPO;111;COYHAIQUE;11101;COYHAIQUE;111;Coyhaique;3;2;3;1;59;66;254;261;15;16;-2;-3;1;0;0;0;;;;;35.6;44.1;20.3;40.9;45.5;13.6;0;20240418;final20240418v1;2m;2023
14616;1;COLEGIO LOS PRINCIPES;5;DE VALPARAÍSO;51;VALPARAÍSO;5109;VIÑA DEL MAR;53;Valparaiso - Isla de Pascua;3;2;2;1;35;36;226;225;-3;-20;-14;-19;0;-1;-1;-1;;;;;80.0;14.3;5.7;80.6;19.4;0.0;0;20240418;final20240418v1;2m;2023
4288;9;LICEO BICENTENARIO POLITÉCNICO MONTE ÁGUILA;8;DEL BIOBÍO;83;BIOBÍO;8303;CABRERO;82;Bio Bio;2;1;1;1;75;79;221;208;5;-13;-6;-19;0;0;-1;-1;;;;;74.7;17.3;8.0;79.7;19.0;1.3;0;20240418;final20240418v1;2m;2023
26269;2;COLEGIO ALTO DEL VALLE;13;METROPOLITANA DE SANTIAGO;134;MAIPO;13402;BUIN;132;Sur;3;2;2;1;73;71;232;227;-5;-16;-8;-17;0;-1;-1;-1;;;;;61.6;30.1;8.2;67.6;28.2;4.2;0;20240418;final20240418v1;2m;2023
9684;9;COLEGIO SAN GREGORIO DE LA SALLE;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13111;LA GRANJA;132;Sur;3;2;2;1;74;74;250;260;0;-9;10;16;0;0;1;1;;;;;52.7;27.0;20.3;41.9;50.0;8.1;0;20240418;final20240418v1;2m;2023
5270;1;LICEO POLITECNICO DOMINGO STA MARIA;9;DE LA ARAUCANÍA;92;MALLECO;9209;RENAICO;91;Malleco;2;1;1;1;23;39;220;224;;;;;;;;;2;2;1;1;65.2;26.1;8.7;71.8;20.5;7.7;0;20240418;final20240418v1;2m;2023
5897;1;COLEGIO AMERICA;9;DE LA ARAUCANÍA;91;CAUTÍN;9119;VILCÚN;92;Cautin Norte;2;1;2;1;57;57;250;241;-1;-18;10;-3;0;-1;1;0;;;;;50.9;33.3;15.8;52.6;40.4;7.0;0;20240418;final20240418v1;2m;2023
1918;6;COLEGIO LOS LEONES DE QUILPUE;5;DE VALPARAÍSO;58;MARGA MARGA;5801;QUILPUÉ;53;Valparaiso - Isla de Pascua;3;2;3;1;68;70;234;253;16;12;-22;-11;1;0;-1;-1;;;;;60.3;29.4;10.3;50.0;41.4;8.6;0;20240418;final20240418v1;2m;2023
25722;2;COLEGIO PART. PATRONA SENORA DE LOURDES;13;METROPOLITANA DE SANTIAGO;131;SANTIAGO;13110;LA FLORIDA;136;Cordillera;3;2;4;1;59;57;265;316;-32;8;-4;28;-1;0;0;1;;;;;32.2;40.7;27.1;15.8;28.1;56.1;0;20240418;final20240418v1;2m;2023
4331;1;LICEO BICENTENARIO FRANCISCO BASCUNAN GUERRERO;8;DEL BIOBÍO;83;BIOBÍO;8309;QUILLECO;82;Bio Bio;2;1;2;1;38;38;227;220;-7;-1;-13;-24;0;0;-1;-1;;;;;65.8;23.7;10.5;73.7;26.3;0.0;0;20240418;final20240418v1;2m;2023
2167;9;INSTITUTO SEWELL;6;DEL LIBERTADOR BERNARDO OHIGGINS;61;CACHAPOAL;6101;RANCAGUA;61;Cachapoal;3;2;3;1;18;18;201;198;-58;-49;-55;-66;-1;-1;-1;-1;;;;;88.9;5.6;5.6;94.4;5.6;0.0;0;20240418;final20240418v1;2m;2023
14902;0;COLEGIO FUNDADORES DE LA CALERA;5;DE VALPARAÍSO;55;QUILLOTA;5502;LA CALERA;51;Quillota - Petorca;4;3;4;1;50;54;254;286;15;43;-15;-2;1;1;-1;0;;;;;48.0;32.0;20.0;38.9;24.1;37.0;0;20240418;final20240418v1;2m;2023
1775;2;COLEGIO ARABE;5;DE VALPARAÍSO;51;VALPARAÍSO;5109;VIÑA DEL MAR;53;Valparaiso - Isla de Pascua;4;3;5;1;19;20;280;312;15;25;-6;-11;0;1;0;-1;;;;;26.3;31.6;42.1;20.0;25.0;55.0;0;20240418;final20240418v1;2m;2023
8310;0;COLEGIO MAURICIO HITCHCOCK;10;DE LOS LAGOS;104;PALENA;10403;HUALAIHUÉ;101;Llanquihue;2;1;1;2;26;33;226;215;-10;-14;-1;-12;0;0;0;0;;;;;73.1;15.4;11.5;81.8;18.2;0.0;0;20240418;final20240418v1;2m;2023
16923;4;THE BRITISH SCHOOL PATAGONIA;10;DE LOS LAGOS;101;LLANQUIHUE;10101;PUERTO MONTT;101;Llanquihue;3;2;4;1;51;55;269;272;-15;-29;0;-16;-1;-1;0;-1;;;;;37.3;25.5;37.3;36.4;40.0;23.6;0;20240418;final20240418v1;2m;2023
6644;3;LICEO SAN FCO DE ASIS DE NVA IMPERIAL;9;DE LA ARAUCANÍA;91;CAUTÍN;9111;NUEVA IMPERIAL;92;Cautin Norte;3;2;3;1;79;82;268;250;23;-4;12;-14;1;0;1;-1;;;;;36.7;35.4;27.8;50.0;41.5;8.5;0;20240418;final20240418v1;2m;2023
